id,name,breed,color,sex,age,weight,birthDate,bredDate,breedingDate,expectedDueDate,sire,dam,pedigree,status,notes,lambings,weights,breedings
sheep-1764818974164-349,30 pink,,White with Brown Speckles,Ewe,11 months,80,2025-01-18,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,121L,,active,,,"[{""date"":""2025-12-18"",""weight"":80}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974163-290,31 pink,,Red,Ewe,11 months,85,2025-01-17,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,24K (Pickles),,active,,,"[{""date"":""2025-12-18"",""weight"":85}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974159-101,32 pink,,Med Brown,Ewe,11 months,100,2025-01-17,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,24K (Pickles),,active,,,"[{""date"":""2025-12-18"",""weight"":100}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1766091947981,35 pink,,Chocolate Brown,Ewe,8 months,85,2025-03-31,,,,,,,active,,,"[{""date"":""2025-12-18"",""weight"":85}]",
sheep-1764818974159-94,36 Pink,,White,Ewe,11 months,100,2025-01-16,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,46,,active,,,"[{""date"":""2025-12-18"",""weight"":100}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-169,37 pink,,White and Brown,Ewe,11 months,100,2025-01-15,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,31L ewe,,active,,,"[{""date"":""2025-12-18"",""weight"":100}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1766087036902,38 Pink,,White with Brown Speckles,Ewe,11 months,110,2025-01-14,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,Floppy ear,,active,,,"[{""date"":""2025-12-18"",""weight"":110}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974158-68,4 pink,,White with Tricolour Speckles,Ewe,1 year 4 months,130,2024-07-31,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,120,,active,No shed,,"[{""date"":""2025-12-18"",""weight"":130}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974163-286,40L,,White with Tricolour Speckles,Ewe,2 years 10 months,155,2023-02-09,,,,,,,active,,"[{""date"":""2025-01-15"",""count"":2,""children"":[""sheep-1764818974161-190"",""sheep-1764818974161-194""]}]","[{""date"":""2025-12-18"",""weight"":155}]",
sheep-1764818974159-93,41 (91J),,White with Brown Speckles,Ewe,4 years 10 months,145,2021-02-01,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,active,limp lt front,"[{""date"":""2025-01-18"",""count"":3,""children"":[""sheep-1764818974162-231"",""sheep-1764818974161-227"",""sheep-1764818974162-234""]},{""date"":""2023-12-23"",""count"":2,""children"":[""sheep-1764818974160-156"",""sheep-1764818974160-157""]}]","[{""date"":""2025-12-18"",""weight"":145}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974162-239,47L Annie,,White with Brown Speckles,Ewe,2 years 2 months,125,2023-10-03,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,72K,,active,,"[{""date"":""2025-03-24"",""count"":2,""children"":[""sheep-1764818974158-64"",""sheep-1764818974158-72""]}]","[{""date"":""2025-12-18"",""weight"":125}]","[{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-128,5 pink,,White,Ewe,1 year 4 months,110,2024-08-02,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,36,,active,,,"[{""date"":""2025-12-18"",""weight"":110}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1766247064073,54 l ewe,,Light Brown,Ewe,2 years,105,2023-12-14,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,active,,"[{""date"":""2025-01-17"",""count"":1,""children"":[""sheep-1764818974162-253""]}]","[{""date"":""2025-12-18"",""weight"":105}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1766087284112,57L Berry,,Med Brown,Ewe,2 years,135,2023-12-14,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,21A Peanut,,active,,"[{""date"":""2025-03-15"",""count"":1,""children"":[""sheep-1764818974158-71""]}]","[{""date"":""2025-12-18"",""weight"":135}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-172,60L,,Brown and White,Ewe,2 years,130,2023-12-23,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,79k,,active,,"[{""date"":""2025-04-06"",""count"":2,""children"":[""sheep-1764818974157-63"",""sheep-1764818974157-36""]}]","[{""date"":""2025-12-18"",""weight"":130}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974157-38,7 pink,,Med Brown,Ewe,1 year 4 months,110,2024-08-06,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,27,,active,,,"[{""date"":""2025-12-18"",""weight"":110}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974156-17,79k,,Red and White,Ewe,3 years 9 months,110,2022-03-15,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,active,,"[{""date"":""2025-01-05"",""count"":3,""children"":[""sheep-1764818974161-175"",""sheep-1764818974161-176"",""sheep-1764818974160-171""]},{""date"":""2023-12-23"",""count"":1,""children"":[""sheep-1764818974164-328""]}]","[{""date"":""2025-12-18"",""weight"":110}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974157-49,80k,,White,Ewe,3 years 9 months,115,2022-03-15,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,active,,"[{""date"":""2024-12-30"",""count"":2,""children"":[""sheep-1764818974164-314"",""sheep-1764818974160-134""]},{""date"":""2024-04-07"",""count"":1,""children"":[""sheep-1764818974158-75""]}]","[{""date"":""2025-12-18"",""weight"":115}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-131,9 pink,,White with Red Speckles,Ewe,1 year 4 months,115,2024-08-06,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,80 Spots,,active,,,"[{""date"":""2025-12-18"",""weight"":115}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-164,972J,,,Ewe,4 years 10 months,,2021-02-10,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,active,,"[{""date"":""2025-03-25"",""count"":2,""children"":[""sheep-1764818974157-39"",""sheep-1764818974157-42""]},{""date"":""2024-09-11"",""count"":1,""children"":[""sheep-1764818974160-122""]},{""date"":""2024-01-05"",""count"":1,""children"":[""sheep-1764818974159-107""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-158,Floppy ear,,White with Brown Speckles,Ewe,4 years 10 months,150,2021-02-02,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,active,,"[{""date"":""2025-01-14"",""count"":2,""children"":[""sheep-1764818974162-248"",""sheep-1764818974162-252""]},{""date"":""2023-12-14"",""count"":2,""children"":[""sheep-1764818974160-152"",""sheep-1764818974160-151""]},{""date"":""2023-03-12"",""count"":1,""children"":[""sheep-1764818974162-260""]}]","[{""date"":""2025-12-18"",""weight"":150}]","[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974157-58,Sheriff,,Red,Ram,2 years 11 months,220,2022-12-30,,,,,,,active,,,"[{""date"":""2025-04-04"",""weight"":220},{""date"":""2025-12-18"",""weight"":220}]",
sheep-1764821185006-1,125,,White with Brown Speckles,Unknown,1 year 11 months,85,2024-01-03,,,,,,,archived,,,"[{""date"":""2025-12-18"",""weight"":85}]",
sheep-1764818974161-219,185L,,Chocolate Brown,Unknown,1 year 8 months,70,2024-04-10,,,,,,,archived,,,"[{""date"":""2025-12-18"",""weight"":70}]",
sheep-1764818974162-245,24,,,,5 years 10 months,,2020-02-02,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,,"[{""date"":""2025-03-31"",""count"":1,""children"":[""sheep-1764818974158-68""]},{""date"":""2025-01-17"",""count"":3,""children"":[""sheep-1764818974161-209"",""sheep-1764818974161-222"",""sheep-1764818974161-226""]},{""date"":""2025-01-13"",""count"":2,""children"":[""sheep-1764818974161-230"",""sheep-1764818974161-223""]},{""date"":""2024-08-08"",""count"":2,""children"":[""sheep-1764818974159-105"",""sheep-1764818974158-91""]},{""date"":""2024-03-26"",""count"":2,""children"":[""sheep-1764818974160-123"",""sheep-1764818974159-113""]},{""date"":""2023-12-22"",""count"":2,""children"":[""sheep-1764818974164-321"",""sheep-1764818974157-35""]},{""date"":""2023-10-20"",""count"":2,""children"":[""sheep-1764818974163-291"",""sheep-1764818974164-329""]},{""date"":""2023-03-24"",""count"":1,""children"":[""sheep-1764818974162-267""]},{""date"":""2023-01-09"",""count"":1,""children"":[""sheep-1764818974160-173""]}]",,"[{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-185,27,,,ewe,5 years 10 months,,2020-02-02,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,culled,"[{""date"":""2024-08-06"",""count"":3,""children"":[""sheep-1764818974162-262"",""sheep-1764818974162-265"",""sheep-1764818974164-332""]},{""date"":""2023-02-27"",""count"":1,""children"":[""sheep-1764818974162-250""]},{""date"":""2022-12-28"",""count"":2,""children"":[""sheep-1764818974161-213"",""sheep-1764818974162-256""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-214,42,,,,4 years 9 months,,2021-03-04,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,,"[{""date"":""2025-03-26"",""count"":2,""children"":[""sheep-1764818974157-49"",""sheep-1764818974158-69""]},{""date"":""2024-03-19"",""count"":1,""children"":[""sheep-1764818974159-111""]},{""date"":""2023-02-11"",""count"":1,""children"":[""sheep-1764818974161-229""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764821185006-0,43,,,ewe,4 years 10 months,,2021-02-02,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,,"[{""date"":""2024-09-07"",""count"":1,""children"":[""sheep-1764818974163-290""]},{""date"":""2023-12-05"",""count"":2,""children"":[""sheep-1764818974160-141"",""sheep-1764818974160-142""]},{""date"":""2023-03-16"",""count"":2,""children"":[""sheep-1764818974162-236"",""sheep-1764818974161-207""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-228,46,,,,5 years 10 months,,2020-02-12,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,,"[{""date"":""2025-01-16"",""count"":1,""children"":[""sheep-1764818974162-242""]},{""date"":""2023-12-13"",""count"":2,""children"":[""sheep-1764818974164-312"",""sheep-1764818974160-144""]},{""date"":""2023-01-08"",""count"":1,""children"":[""sheep-1764818974160-161""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974162-259,47,,[object Object],,4 years 10 months,,2021-02-04,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,culled,"[{""date"":""2025-03-24"",""count"":2,""children"":[""sheep-1764818974158-64"",""sheep-1764818974158-72""]},{""date"":""2024-01-02"",""count"":1,""children"":[""sheep-1764818974164-352""]},{""date"":""2023-03-25"",""count"":2,""children"":[""sheep-1764818974163-278"",""sheep-1764818974162-259""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-129,48,,,ewe,6 years 10 months,,2019-02-06,,,,Unknown,,,culled,culled,"[{""date"":""2023-04-12"",""count"":2,""children"":[""sheep-1764818974162-233"",""sheep-1764818974163-281""]}]",,
sheep-1764818974157-48,49,,,ewe,4 years 10 months,,2021-02-10,,,,Unknown,,,culled,culled,"[{""date"":""2024-01-13"",""count"":2,""children"":[""sheep-1764818974159-109"",""sheep-1764818974159-108""]},{""date"":""2023-03-29"",""count"":2,""children"":[""sheep-1764818974162-273"",""sheep-1764818974161-228""]}]",,
sheep-1764818974164-338,69,,,ewe,3 years 9 months,,2022-03-15,,,,Henry,,,culled,culled,"[{""date"":""2023-10-01"",""count"":1,""children"":[""sheep-1764818974164-319""]}]",,
sheep-1766087487108,79,,,,6 years 9 months,,2019-03-04,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,culled,"[{""date"":""2025-01-16"",""count"":1,""children"":[""sheep-1764818974158-83""]},{""date"":""2025-01-12"",""count"":1,""children"":[""sheep-1764818974162-246""]},{""date"":""2025-01-05"",""count"":3,""children"":[""sheep-1764818974161-175"",""sheep-1764818974161-176"",""sheep-1764818974160-171""]},{""date"":""2023-12-23"",""count"":1,""children"":[""sheep-1764818974164-328""]},{""date"":""2023-10-23"",""count"":2,""children"":[""sheep-1764818974160-138"",""sheep-1764818974160-137""]},{""date"":""2022-12-31"",""count"":2,""children"":[""sheep-1764818974164-335"",""sheep-1764818974164-345""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764821185007-8,84,,,ewe,5 years 9 months,,2020-03-06,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,culled,"[{""date"":""2024-08-07"",""count"":2,""children"":[""sheep-1764818974162-276"",""sheep-1764818974158-76""]},{""date"":""2023-10-24"",""count"":2,""children"":[""sheep-1764818974160-139"",""sheep-1764818974163-301""]},{""date"":""2023-01-04"",""count"":2,""children"":[""sheep-1764818974158-90"",""sheep-1764818974158-88""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-161,87,,,ewe,4 years 9 months,,2021-03-04,,,,Unknown,,,culled,,"[{""date"":""2023-09-23"",""count"":2,""children"":[""sheep-1764818974164-310"",""sheep-1764818974164-307""]},{""date"":""2023-01-05"",""count"":2,""children"":[""sheep-1764818974160-124"",""sheep-1764818974160-125""]}]",,
sheep-1764818974164-330,87,,,ewe,5 years 11 months,,2020-01-05,,,,,,,culled,culled,"[{""date"":""2023-09-23"",""count"":2,""children"":[""sheep-1764818974164-310"",""sheep-1764818974164-307""]},{""date"":""2023-01-05"",""count"":2,""children"":[""sheep-1764818974160-124"",""sheep-1764818974160-125""]}]",,
sheep-1764818974157-51,88,,,ewe,6 years 9 months,,2019-02-27,,,,Unknown,,,culled,culled,"[{""date"":""2023-01-05"",""count"":1,""children"":[""sheep-1764818974160-133""]}]",,
sheep-1764818974163-291,93,,,ewe,5 years 10 months,,2020-02-02,,,,Unknown,,,culled,,"[{""date"":""2023-12-13"",""count"":2,""children"":[""sheep-1764818974160-150"",""sheep-1764818974160-149""]},{""date"":""2023-03-06"",""count"":1,""children"":[""sheep-1764818974162-240""]}]",,
sheep-1764818974160-156,97,,,,3 years 9 months,,2022-03-15,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,culled,"[{""date"":""2025-03-25"",""count"":2,""children"":[""sheep-1764818974157-39"",""sheep-1764818974157-42""]},{""date"":""2024-09-11"",""count"":1,""children"":[""sheep-1764818974160-122""]},{""date"":""2024-01-05"",""count"":1,""children"":[""sheep-1764818974159-107""]},{""date"":""2023-09-29"",""count"":1,""children"":[""sheep-1764818974164-316""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-204,98,,,,3 years 9 months,,2022-03-15,,,,Henry,,,culled,culled,,,
sheep-1764818974159-111,99,,,,3 years 9 months,,2022-03-15,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,,"[{""date"":""2025-03-29"",""count"":2,""children"":[""sheep-1764818974158-66"",""sheep-1764818974157-43""]},{""date"":""2024-03-22"",""count"":2,""children"":[""sheep-1764818974159-112"",""sheep-1764818974159-106""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974163-279,106,,,Ewe,3 years 9 months,,2022-03-15,,,,Henry,,,culled,culled,"[{""date"":""2023-10-03"",""count"":1,""children"":[""sheep-1764818974162-274""]}]",,
sheep-1764821185007-7,107,,,ewe,3 years 9 months,,2022-03-15,,,,Henry,,,culled,culled,"[{""date"":""2023-10-02"",""count"":2,""children"":[""sheep-1764818974162-272"",""sheep-1764818974162-263""]}]",,
sheep-1764818974164-329,108,,,,3 years 9 months,,2022-03-15,,,,Henry,,,culled,culled,,,
sheep-1764818974160-141,109,,,ewe,2 years 11 months,,2023-01-05,,,,,,,culled,culled,"[{""date"":""2023-12-28"",""count"":2,""children"":[""sheep-1764818974159-98"",""sheep-1764818974159-97""]}]",,
sheep-1764818974164-351,110,,,ewe,2 years 11 months,,2023-01-01,,,,Henry,,,culled,,"[{""date"":""2023-12-21"",""count"":2,""children"":[""sheep-1764818974160-154"",""sheep-1764818974160-153""]}]",,
sheep-1764818974160-170,112,,,,5 years 10 months,,2020-02-02,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,,"[{""date"":""2025-03-25"",""count"":2,""children"":[""sheep-1764818974157-41"",""sheep-1764818974157-40""]},{""date"":""2024-08-08"",""count"":2,""children"":[""sheep-1764818974163-282"",""sheep-1764818974163-279""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-160,116,,,ewe,2 years 8 months,,2023-03-25,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,,"[{""date"":""2025-01-06"",""count"":1,""children"":[""sheep-1764818974160-166""]},{""date"":""2024-03-19"",""count"":1,""children"":[""sheep-1764818974159-110""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-147,117,,,ewe,2 years 9 months,,2023-03-09,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,1K,,culled,,"[{""date"":""2025-01-04"",""count"":2,""children"":[""sheep-1764818974164-317"",""sheep-1764818974164-320""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974162-244,127,Katahdin,,,3 months,,2025-09-05,,,,31 (brown),02 Shorty,,culled,,,,
sheep-1764818974162-237,131,Katahdin,,,3 months,,2025-09-04,,,,31 (brown),86 Popsicle,,culled,,,,
sheep-1764818974162-251,132,Katahdin,,,3 months,,2025-09-03,,,,31 (brown),80k,,culled,,"[{""date"":""2025-01-13"",""count"":3,""children"":[""sheep-1764818974161-202"",""sheep-1764818974161-219"",""sheep-1764818974161-208""]},{""date"":""2024-03-22"",""count"":1,""children"":[""sheep-1764818974159-92""]},{""date"":""2023-03-30"",""count"":3,""children"":[""sheep-1764818974162-239"",""sheep-1764818974162-243"",""sheep-1764818974162-237""]}]",,
sheep-1764818974159-92,133,Katahdin,,,3 months,,2025-09-03,,,,31 (brown),80k,,culled,,"[{""date"":""2025-03-26"",""count"":1,""children"":[""sheep-1764818974158-65""]}]",,
sheep-1764818974160-130,134,Katahdin,Red and White,,3 months,,2025-09-05,,,,31 (brown),02 Shorty,,culled,,"[{""date"":""2025-04-03"",""count"":1,""children"":[""sheep-1764818974157-61""]}]",,
sheep-1764818974162-234,135,Katahdin,,,3 months,,2025-09-03,,,,31 (brown),79k,,culled,,"[{""date"":""2025-04-05"",""count"":2,""children"":[""sheep-1764818974157-55"",""sheep-1764818974157-53""]}]",,
sheep-1764818974157-50,136,Katahdin,,,3 months,,2025-09-03,,,,31 (brown),118,,culled,,"[{""date"":""2025-04-06"",""count"":1,""children"":[""sheep-1764818974159-93""]}]",,
sheep-1764818974161-203,182,,,,8 months,,2025-03-25,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,112,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974157-46,184,,,,8 months,,2025-03-25,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,972J,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-142,186,,,,8 months,,2025-03-25,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,113,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974155-2,188,,,,8 months,,2025-03-27,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,51J,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-162,189,,,,8 months,,2025-03-31,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,120,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-211,191,,,,8 months,,2025-03-26,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,42,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974164-326,196,,,,8 months,,2025-04-04,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,5141,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974156-10,196,,,,8 months,,2025-04-05,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,135L,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1766091362011,949,Katahdin,,Ram,3 months,,2025-09-05,,,,31 (brown),25K Plum,,culled,,,[],
sheep-1764818974157-54,950,Katahdin,,Ram,3 months,,2025-09-04,,,,31 (brown),117,,culled,,,[],
sheep-1764818974160-139,952,Katahdin,,Ram,3 months,,2025-09-03,,,,31 (brown),117,,culled,,,[],
sheep-1764818974161-217,953,Katahdin,,Ram,3 months,,2025-09-04,,,,31 (brown),121L,,culled,,,[],
sheep-1764818974159-110,955,Katahdin,,,3 months,,2025-09-01,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,31L ewe,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-189,986,,,,8 months,,2025-03-29,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,99,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1766091279448,5141,,,,4 years 10 months,,2021-02-10,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,,"[{""date"":""2025-04-04"",""count"":2,""children"":[""sheep-1764818974157-54"",""sheep-1764818974157-60""]},{""date"":""2023-12-22"",""count"":1,""children"":[""sheep-1764818974160-155""]},{""date"":""2023-03-25"",""count"":2,""children"":[""sheep-1764818974161-224"",""sheep-1764818974162-270""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974158-69,1 L Pink,,White,Ewe,1 year 8 months,,2024-04-07,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,80k,,culled,,"[{""date"":""2025-04-03"",""count"":1,""children"":[""sheep-1764818974157-52""]}]",[],"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
